Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
AmazeFileManager-3.5.2,com.amaze.filemanager.database,CryptHandler.CryptHandlerHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.database,UtilitiesDatabase,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.8181818181818182
AmazeFileManager-3.5.2,com.amaze.filemanager.database,UtilitiesDatabase,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DATABASE_NAME; TABLE_HISTORY; TABLE_HIDDEN; TABLE_LIST; TABLE_GRID; TABLE_BOOKMARKS; TABLE_SMB; TABLE_SFTP; COLUMN_ID; COLUMN_PATH; COLUMN_NAME; COLUMN_HOST_PUBKEY; COLUMN_PRIVATE_KEY_NAME; COLUMN_PRIVATE_KEY; TEMP_TABLE_PREFIX; queryHistory; queryHidden; queryList; queryGrid; queryBookmarks; querySmb; querySftp; MIGRATION_1_2; MIGRATION_2_3; MIGRATION_3_4
AmazeFileManager-3.5.2,com.amaze.filemanager.database,UtilsHandler,Feature Envy,The tool detected a instance of this smell because saveToDatabase is more interested in members of the type: UtilitiesDatabase
AmazeFileManager-3.5.2,com.amaze.filemanager.database,UtilsHandler.Operation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AmazeFileManager-3.5.2,com.amaze.filemanager.database,UtilsHandler.Operation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.database,TabHandler.TabHandlerHolder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: INSTANCE
AmazeFileManager-3.5.2,com.amaze.filemanager.database,TabHandler.TabHandlerHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.database,ExplorerDatabase,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DATABASE_NAME; DATABASE_VERSION; TABLE_TAB; TABLE_CLOUD_PERSIST; TABLE_ENCRYPTED; TABLE_SORT; COLUMN_TAB_NO; COLUMN_PATH; COLUMN_HOME; COLUMN_ENCRYPTED_ID; COLUMN_ENCRYPTED_PATH; COLUMN_ENCRYPTED_PASSWORD; COLUMN_CLOUD_ID; COLUMN_CLOUD_SERVICE; COLUMN_CLOUD_PERSIST; COLUMN_SORT_PATH; COLUMN_SORT_TYPE; TEMP_TABLE_PREFIX; MIGRATION_1_2; MIGRATION_2_3; MIGRATION_3_4; MIGRATION_4_5; MIGRATION_5_6; MIGRATION_6_7
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,GetSshHostFingerprintTask,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.PemToKeyPairConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.PemToKeyPairConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.JcaPemToKeyPairConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.JcaPemToKeyPairConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.OpenSshPemToKeyPairConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.OpenSshPemToKeyPairConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.OpenSshV1PemToKeyPairConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.OpenSshV1PemToKeyPairConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.PuttyPrivateKeyToKeyPairConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,PemToKeyPairTask.PuttyPrivateKeyToKeyPairConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,SshAuthenticationTask,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.services.ftp,FtpTileService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
