Project Name,Package Name,Architecture Smell,Cause of the Smell
JetUML-3.1,ca.mcgill.cs.jetuml.diagram.edges,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestNoteEdge; NoteEdge; AbstractEdge; TestUseCaseDependencyEdge; UseCaseDependencyEdge; TestCallEdge; CallEdge; SingleLabelEdge; ReturnEdge; ConstructorEdge; ObjectCollaborationEdge; StateTransitionEdge; UseCaseGeneralizationEdge; AggregationEdge; ThreeLabelEdge; AssociationEdge; DependencyEdge; GeneralizationEdge; UseCaseAssociationEdge; ObjectReferenceEdge]; [TestEdgeProperties]; [UseCaseDependencyEdge.Type]; [AggregationEdge.Type]; [DependencyEdge.Directionality]; [GeneralizationEdge.Type]; [AssociationEdge.Directionality]. LCC (Lack of Component Cohesion) = 0.27
JetUML-3.1,ca.mcgill.cs.jetuml.diagram.builder,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ca.mcgill.cs.jetuml.viewers.edges
JetUML-3.1,ca.mcgill.cs.jetuml,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ca.mcgill.cs.jetuml.application; ca.mcgill.cs.jetuml.gui
JetUML-3.1,ca.mcgill.cs.jetuml,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ca.mcgill.cs.jetuml; ca.mcgill.cs.jetuml.application; ca.mcgill.cs.jetuml
JetUML-3.1,ca.mcgill.cs.jetuml,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ca.mcgill.cs.jetuml; ca.mcgill.cs.jetuml.gui; ca.mcgill.cs.jetuml
JetUML-3.1,ca.mcgill.cs.jetuml,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ca.mcgill.cs.jetuml; ca.mcgill.cs.jetuml.gui; ca.mcgill.cs.jetuml.persistence; ca.mcgill.cs.jetuml
JetUML-3.1,ca.mcgill.cs.jetuml.geom,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestDimension; Dimension]; [TestLine; Point; Rectangle; Conversions; Direction; Line; TestRectangle; TestPoint]; [TestUtil]; [Util]. LCC (Lack of Component Cohesion) = 0.33
JetUML-3.1,ca.mcgill.cs.jetuml.viewers.edges,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ca.mcgill.cs.jetuml.viewers.edges; ca.mcgill.cs.jetuml.views; ca.mcgill.cs.jetuml.viewers.edges
JetUML-3.1,ca.mcgill.cs.jetuml.gui,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ca.mcgill.cs.jetuml.persistence
JetUML-3.1,ca.mcgill.cs.jetuml.gui,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestSelectionModel; SelectionModel; TestDiagramTabToolBar; SelectableToolButton; DiagramTabToolBar; DiagramCanvasController; DiagramTab; DiagramCanvas; EditorFrame; PropertyEditorDialog; TestMenuFactory; MenuFactory; TestViewportProjection; ViewportProjection; KeyEventHandler; SelectionObserver; PropertySheet; GuiUtils; DiagramSizeDialog; MouseDraggedGestureHandler; WelcomeTab]; [TestDiagramCanvasController]; [AboutDialog]; [TipDialog]; [PropertySheet.PropertyChangeListener]; [DiagramCanvasController.DragMode]; [NewDiagramHandler]; [NamedHandler]. LCC (Lack of Component Cohesion) = 0.29
JetUML-3.1,ca.mcgill.cs.jetuml.application,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ca.mcgill.cs.jetuml.gui; ca.mcgill.cs.jetuml.diagram.builder; ca.mcgill.cs.jetuml.viewers.nodes
JetUML-3.1,ca.mcgill.cs.jetuml.application,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestMoveTracker; MoveTracker]; [TestApplicationResources]; [TestPropertyChangeTracker; PropertyChangeTracker]; [TestVersion; Version]; [TestClipboard; Clipboard]; [TestRecentFilesQueue; RecentFilesQueue]; [TestFileExtensions; FileExtensions]; [ApplicationResources]; [UserPreferences]; [UserPreferences.BooleanPreference]; [UserPreferences.IntegerPreference]; [UserPreferences.BooleanPreferenceChangeHandler]; [DiagramSizeUtils]. LCC (Lack of Component Cohesion) = 0.68
JetUML-3.1,ca.mcgill.cs.jetuml.application,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ca.mcgill.cs.jetuml.application; ca.mcgill.cs.jetuml.diagram; ca.mcgill.cs.jetuml.application
JetUML-3.1,ca.mcgill.cs.jetuml.views,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ca.mcgill.cs.jetuml.diagram; ca.mcgill.cs.jetuml.viewers.edges; ca.mcgill.cs.jetuml.viewers.nodes
JetUML-3.1,ca.mcgill.cs.jetuml.views,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestGrid; Grid; ViewUtils; ToolGraphics; StringViewer; LineStyle; ArrowHeadView; ArrowHead]; [StringViewer.Align]; [SequenceDiagramViewer; DiagramViewer; ViewerUtilities; ImageCreator]. LCC (Lack of Component Cohesion) = 0.23
JetUML-3.1,org.json,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [JSONException; JSONArray; JSONTokener; JSONObject; JSONWriter]; [JSONObject.Null]. LCC (Lack of Component Cohesion) = 0.33
