Project Name,Package Name,Architecture Smell,Cause of the Smell
Telecine-1.6.2,com.jakewharton.telecine,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [RecordingSessionTest]; [TelecineShortcutConfigureActivity; TelecineComponent; TelecineShortcutLaunchActivity; CaptureHelper; Analytics; Analytics.GoogleAnalytics; TelecineActivity; IntPreference; TelecineTileService; VideoSizePercentageAdapter; TelecineService; RecordingSession; DeleteRecordingBroadcastReceiver; OverlayView; CheatSheet; TelecineApplication; TelecineModule; BugsnagTree; BooleanPreference]; [OverlayView.Listener]; [RecordingSession.Listener]; [RecordingSession.RecordingInfo]. LCC (Lack of Component Cohesion) = 0.22
