Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
Telecine-1.6.2,com.jakewharton.telecine,OverlayView.Listener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Telecine-1.6.2,com.jakewharton.telecine,TelecineApplication,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TelecineApplication; TelecineModule
Telecine-1.6.2,com.jakewharton.telecine,RecordingSession.Listener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Telecine-1.6.2,com.jakewharton.telecine,RecordingSession.RecordingInfo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: width; height; frameRate; density
Telecine-1.6.2,com.jakewharton.telecine,RecordingSession.RecordingInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Telecine-1.6.2,com.jakewharton.telecine,Analytics.GoogleAnalytics,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tracker
Telecine-1.6.2,com.jakewharton.telecine,Analytics.GoogleAnalytics,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Telecine-1.6.2,com.jakewharton.telecine,DeleteRecordingBroadcastReceiver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
