index,FullClassPath,Project,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label,classpath,Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no,Project_type
291,com.naman14.timber.models.Song,Timber-v1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Song,Timber-v1.8/app/src/main/java/com/naman14/timber/models/Song.java,Song,49,8,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.naman14.timber.models.Song,Timber-1.8,com.naman14.timber.models,Song,8,8,2,2,30,2,0,0,0,18,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/models/Song.java,17,Mobile
292,com.naman14.timber.nowplaying.BaseNowplayingFragment,Timber-v1.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,BaseNowplayingFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/nowplaying/BaseNowplayingFragment.java,BaseNowplayingFragment,751,26,30,5,0,FALSE,FALSE,3,FALSE,FALSE,67,20,52,98,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.naman14.timber.nowplaying.BaseNowplayingFragment,Timber-1.8,com.naman14.timber.nowplaying,BaseNowplayingFragment,37,8,53,50,543,128,6,0,0.320754717,0,13,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/nowplaying/BaseNowplayingFragment.java,73,Mobile
293,com.naman14.timber.permissions.Nammu,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Nammu,Timber-v1.8/app/src/main/java/com/naman14/timber/permissions/Nammu.java,Nammu,304,6,16,0,3,FALSE,FALSE,1,FALSE,FALSE,24,21,10,12,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.permissions.Nammu,Timber-1.8,com.naman14.timber.permissions,Nammu,6,0,16,16,223,47,0,0,0.3125,3,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/permissions/Nammu.java,39,Mobile
294,com.naman14.timber.provider.MusicPlaybackState,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MusicPlaybackState,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/MusicPlaybackState.java,MusicPlaybackState,218,2,7,0,3,TRUE,FALSE,3,FALSE,FALSE,8,11,9,28,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.provider.MusicPlaybackState,Timber-1.8,com.naman14.timber.provider,MusicPlaybackState,9,7,8,8,153,22,0,0,0.25,2,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/provider/MusicPlaybackState.java,31,Mobile
295,com.naman14.timber.provider.RecentStore,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RecentStore,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/RecentStore.java,RecentStore,143,3,8,0,1,TRUE,FALSE,2,FALSE,FALSE,6,11,4,14,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.provider.RecentStore,Timber-1.8,com.naman14.timber.provider,RecentStore,6,0,9,9,84,15,0,0,0.3333333333333333,4,1,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/provider/RecentStore.java,24,Mobile
296,com.naman14.timber.provider.SearchHistory,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SearchHistory,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/SearchHistory.java,SearchHistory,152,3,7,0,2,TRUE,FALSE,2,FALSE,FALSE,7,10,5,15,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.provider.SearchHistory,Timber-1.8,com.naman14.timber.provider,SearchHistory,6,0,8,8,89,16,0,0,0.375,2,1,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/provider/SearchHistory.java,26,Mobile
297,com.naman14.timber.provider.SongPlayCount,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SongPlayCount,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/SongPlayCount.java,SongPlayCount,478,10,17,0,6,TRUE,FALSE,3,FALSE,FALSE,16,23,8,29,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.provider.SongPlayCount,Timber-1.8,com.naman14.timber.provider,SongPlayCount,15,0,18,10,301,47,0,0,0.1666666666666666,4,1,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/provider/SongPlayCount.java,29,Mobile
298,com.naman14.timber.slidinguppanel.SlidingUpPanelLayout,Timber-v1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,SlidingUpPanelLayout,Timber-v1.8/app/src/main/java/com/naman14/timber/slidinguppanel/SlidingUpPanelLayout.java,SlidingUpPanelLayout,1353,43,59,11,5,FALSE,FALSE,4,FALSE,FALSE,85,55,20,67,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.naman14.timber.slidinguppanel.SlidingUpPanelLayout,Timber-1.8,com.naman14.timber.slidinguppanel,SlidingUpPanelLayout,46,1,63,36,0,153,0,0,0.1269841269841269,2,1,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/slidinguppanel/SlidingUpPanelLayout.java,25,Mobile
299,com.naman14.timber.slidinguppanel.ViewDragHelper,Timber-v1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ViewDragHelper,Timber-v1.8/app/src/main/java/com/naman14/timber/slidinguppanel/ViewDragHelper.java,ViewDragHelper,1430,39,48,4,7,FALSE,FALSE,3,TRUE,FALSE,79,87,12,54,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.slidinguppanel.ViewDragHelper,Timber-1.8,com.naman14.timber.slidinguppanel,ViewDragHelper,39,12,51,29,1055,154,1,0,0.078431373,2,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/slidinguppanel/ViewDragHelper.java,34,Mobile
300,com.naman14.timber.subfragments.PlaylistPagerFragment,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PlaylistPagerFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/PlaylistPagerFragment.java,PlaylistPagerFragment,243,11,5,1,1,FALSE,FALSE,3,FALSE,FALSE,13,6,30,23,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.naman14.timber.subfragments.PlaylistPagerFragment,Timber-1.8,com.naman14.timber.subfragments,PlaylistPagerFragment,17,0,6,4,0,13,0,0,0.3333333333333333,1,6,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/subfragments/PlaylistPagerFragment.java,50,Mobile
301,com.naman14.timber.subfragments.QuickControlsFragment,Timber-v1.8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,QuickControlsFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/QuickControlsFragment.java,QuickControlsFragment,371,16,10,0,0,FALSE,FALSE,3,FALSE,FALSE,17,3,33,53,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.naman14.timber.subfragments.QuickControlsFragment,Timber-1.8,com.naman14.timber.subfragments,QuickControlsFragment,22,2,27,27,245,45,0,0,0.5555555555555556,1,6,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/subfragments/QuickControlsFragment.java,54,Mobile
302,com.naman14.timber.subfragments.StyleSelectorFragment,Timber-v1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,StyleSelectorFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/StyleSelectorFragment.java,StyleSelectorFragment,105,5,5,0,0,FALSE,FALSE,3,FALSE,FALSE,3,5,13,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.subfragments.StyleSelectorFragment,Timber-1.8,com.naman14.timber.subfragments,StyleSelectorFragment,5,1,8,8,53,11,0,0,0.5,1,4,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/subfragments/StyleSelectorFragment.java,32,Mobile
303,com.naman14.timber.subfragments.SubStyleSelectorFragment,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SubStyleSelectorFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/SubStyleSelectorFragment.java,SubStyleSelectorFragment,204,7,9,2,1,FALSE,FALSE,4,FALSE,FALSE,8,5,20,16,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.naman14.timber.subfragments.SubStyleSelectorFragment,Timber-1.8,com.naman14.timber.subfragments,SubStyleSelectorFragment,8,0,12,7,0,32,0,0,0.25,1,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/subfragments/SubStyleSelectorFragment.java,39,Mobile
304,com.naman14.timber.timely.model.NumberUtils,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NumberUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/timely/model/NumberUtils.java,NumberUtils,37,0,1,0,1,FALSE,FALSE,2,FALSE,FALSE,1,1,2,11,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.timely.model.NumberUtils,Timber-1.8,com.naman14.timber.timely.model,NumberUtils,0,0,1,1,0,12,0,0,-1,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/timely/model/NumberUtils.java,7,Mobile
305,com.naman14.timber.utils.ATEUtils,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ATEUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/ATEUtils.java,ATEUtils,106,0,4,2,1,FALSE,FALSE,4,FALSE,FALSE,8,9,16,7,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.utils.ATEUtils,Timber-1.8,com.naman14.timber.utils,ATEUtils,0,0,4,3,0,14,0,0,-1,3,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/utils/ATEUtils.java,21,Mobile
308,com.naman14.timber.utils.LyricsExtractor,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,LyricsExtractor,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/LyricsExtractor.java,LyricsExtractor,227,1,2,0,1,FALSE,FALSE,2,TRUE,FALSE,19,5,6,18,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.utils.LyricsExtractor,Timber-1.8,com.naman14.timber.utils,LyricsExtractor,0,0,7,1,0,41,0,0,-1,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/utils/LyricsExtractor.java,10,Mobile
309,com.naman14.timber.utils.NavigationUtils,Timber-v1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NavigationUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/NavigationUtils.java,NavigationUtils,203,0,14,0,4,FALSE,FALSE,2,FALSE,FALSE,3,28,27,10,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.utils.NavigationUtils,Timber-1.8,com.naman14.timber.utils,NavigationUtils,0,0,14,14,0,27,0,0,-1,20,4,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/utils/NavigationUtils.java,48,Mobile
310,com.naman14.timber.utils.PreferencesUtility,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PreferencesUtility,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/PreferencesUtility.java,PreferencesUtility,285,31,43,17,14,FALSE,FALSE,2,FALSE,FALSE,5,21,11,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.naman14.timber.utils.PreferencesUtility,Timber-1.8,com.naman14.timber.utils,PreferencesUtility,31,9,44,43,204,49,0,0,0,31,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/utils/PreferencesUtility.java,30,Mobile
311,com.naman14.timber.utils.SortOrder,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SortOrder,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/SortOrder.java,SortOrder,170,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.utils.SortOrder,Timber-1.8,com.naman14.timber.utils,SortOrder,34,0,1,1,75,1,0,0,0,5,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/utils/SortOrder.java,18,Mobile
312,com.naman14.timber.utils.TimberUtils,Timber-v1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TimberUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/TimberUtils.java,TimberUtils,414,1,26,0,7,FALSE,FALSE,2,FALSE,FALSE,13,38,31,54,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.utils.TimberUtils,Timber-1.8,com.naman14.timber.utils,TimberUtils,4,4,34,32,256,54,0,0,0.7058823529411765,39,6,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/utils/TimberUtils.java,52,Mobile
313,com.naman14.timber.widgets.CircleImageView,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CircleImageView,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/CircleImageView.java,CircleImageView,299,23,21,12,4,FALSE,FALSE,3,FALSE,FALSE,16,17,21,17,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.naman14.timber.widgets.CircleImageView,Timber-1.8,com.naman14.timber.widgets,CircleImageView,23,0,24,18,205,40,0,0,0.125,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/widgets/CircleImageView.java,26,Mobile
314,com.naman14.timber.widgets.CircularSeekBar,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,CircularSeekBar,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/CircularSeekBar.java,CircularSeekBar,1084,74,37,12,9,FALSE,FALSE,3,FALSE,FALSE,46,20,15,11,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.naman14.timber.widgets.CircularSeekBar,Timber-1.8,com.naman14.timber.widgets,CircularSeekBar,74,0,40,25,859,93,0,0,0,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/widgets/CircularSeekBar.java,20,Mobile
315,com.naman14.timber.widgets.DragSortRecycler,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,DragSortRecycler,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/DragSortRecycler.java,DragSortRecycler,400,20,19,9,3,FALSE,FALSE,3,TRUE,FALSE,34,25,10,46,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.widgets.DragSortRecycler,Timber-1.8,com.naman14.timber.widgets,DragSortRecycler,20,0,21,16,256,57,0,0,0.1904761904761904,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/widgets/DragSortRecycler.java,15,Mobile
316,com.naman14.timber.widgets.FastScroller,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FastScroller,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/FastScroller.java,FastScroller,179,8,9,3,1,FALSE,FALSE,2,TRUE,FALSE,10,12,16,20,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.naman14.timber.widgets.FastScroller,Timber-1.8,com.naman14.timber.widgets,FastScroller,8,0,14,7,126,26,0,0,0,4,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/widgets/FastScroller.java,22,Mobile
317,com.naman14.timber.widgets.PlayPauseDrawable,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PlayPauseDrawable,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/PlayPauseDrawable.java,PlayPauseDrawable,227,8,11,3,2,FALSE,FALSE,3,FALSE,FALSE,7,9,14,20,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.naman14.timber.widgets.PlayPauseDrawable,Timber-1.8,com.naman14.timber.widgets,PlayPauseDrawable,8,0,15,11,127,22,0,0,0.1333333333333333,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/Timber-1.8/app/src/main/java/com/naman14/timber/widgets/PlayPauseDrawable.java,48,Mobile
364,com.xiecc.seeWeather.base.BaseApplication,SeeWeather-2.03,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BaseApplication,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/base/BaseApplication.java,BaseApplication,48,2,2,0,0,FALSE,FALSE,2,FALSE,FALSE,2,0,6,7,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.xiecc.seeWeather.base.BaseApplication,SeeWeather-2.03,com.xiecc.seeWeather.base,BaseApplication,2,2,2,1,27,4,0,0,0,4,2,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/base/BaseApplication.java,10,Mobile
365,com.xiecc.seeWeather.common.ACache,SeeWeather-2.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,ACache,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/common/ACache.java,ACache,868,6,30,0,12,FALSE,FALSE,2,FALSE,FALSE,36,54,30,73,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.xiecc.seeWeather.common.ACache,SeeWeather-2.03,com.xiecc.seeWeather.common,ACache,13,2,31,29,651,51,0,0,0.1290322580645161,2,1,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/common/ACache.java,49,Mobile
366,com.xiecc.seeWeather.common.FileSizeUtil,SeeWeather-2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FileSizeUtil,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/common/FileSizeUtil.java,FileSizeUtil,157,4,6,0,4,FALSE,FALSE,3,FALSE,FALSE,7,8,4,9,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.xiecc.seeWeather.common.FileSizeUtil,SeeWeather-2.03,com.xiecc.seeWeather.common,FileSizeUtil,4,4,6,2,0,19,0,0,0,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/common/FileSizeUtil.java,8,Mobile
367,com.xiecc.seeWeather.common.PLog,SeeWeather-2.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLog,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/common/PLog.java,PLog,140,3,7,0,0,FALSE,FALSE,2,FALSE,FALSE,7,12,6,11,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.xiecc.seeWeather.common.PLog,SeeWeather-2.03,com.xiecc.seeWeather.common,PLog,3,3,7,6,88,13,0,0,0,4,2,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/common/PLog.java,10,Mobile
368,com.xiecc.seeWeather.component.RetrofitSingleton,SeeWeather-2.03,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,RetrofitSingleton,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/component/RetrofitSingleton.java,RetrofitSingleton,85,5,5,0,3,FALSE,FALSE,2,FALSE,FALSE,4,7,13,11,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.xiecc.seeWeather.component.RetrofitSingleton,SeeWeather-2.03,com.xiecc.seeWeather.component,RetrofitSingleton,5,1,5,5,43,9,0,0,0,3,1,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/component/RetrofitSingleton.java,17,Mobile
369,com.xiecc.seeWeather.modules.adatper.WeatherAdapter,SeeWeather-2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,WeatherAdapter,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/adatper/WeatherAdapter.java,WeatherAdapter,335,8,5,0,2,FALSE,FALSE,2,TRUE,FALSE,14,6,18,24,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.xiecc.seeWeather.modules.adatper.WeatherAdapter,SeeWeather-2.03,com.xiecc.seeWeather.modules.adatper,WeatherAdapter,34,0,6,6,247,28,0,0,0.3333333333333333,1,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/adatper/WeatherAdapter.java,23,Mobile
370,com.xiecc.seeWeather.modules.db.DBManager,SeeWeather-2.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DBManager,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/db/DBManager.java,DBManager,82,7,5,1,1,TRUE,FALSE,3,TRUE,FALSE,1,2,10,9,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.xiecc.seeWeather.modules.db.DBManager,SeeWeather-2.03,com.xiecc.seeWeather.modules.db,DBManager,7,3,6,5,54,8,0,0,0,1,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/db/DBManager.java,14,Mobile
371,com.xiecc.seeWeather.modules.domain.City,SeeWeather-2.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,City,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/domain/City.java,City,14,2,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.xiecc.seeWeather.modules.domain.City,SeeWeather-2.03,com.xiecc.seeWeather.modules.domain,City,2,2,0,0,7,0,0,0,-1,2,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/domain/City.java,5,Mobile
372,com.xiecc.seeWeather.modules.domain.Province,SeeWeather-2.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Province,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/domain/Province.java,Province,15,2,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.xiecc.seeWeather.modules.domain.Province,SeeWeather-2.03,com.xiecc.seeWeather.modules.domain,Province,2,2,0,0,7,0,0,0,-1,2,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/domain/Province.java,5,Mobile
373,com.xiecc.seeWeather.modules.domain.Setting,SeeWeather-2.03,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Setting,SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/domain/Setting.java,Setting,75,11,7,0,4,FALSE,FALSE,1,FALSE,FALSE,1,12,3,4,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.xiecc.seeWeather.modules.domain.Setting,SeeWeather-2.03,com.xiecc.seeWeather.modules.domain,Setting,11,9,8,7,46,9,0,0,0.25,8,1,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/SeeWeather-2.03/app/src/main/java/com/xiecc/seeWeather/modules/domain/Setting.java,7,Mobile
