,FullClassPath,Project,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
0, com.jakewharton.telecine.BugsnagTree,Telecine-1.6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BugsnagTree,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/BugsnagTree.java,BugsnagTree,57,2,3,0,0,FALSE,FALSE,2,FALSE,FALSE,3,6,7,3,0,TRUE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Service Provider
1, com.jakewharton.telecine.CaptureHelper,Telecine-1.6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CaptureHelper,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/CaptureHelper.java,CaptureHelper,51,1,2,0,0,FALSE,FALSE,2,TRUE,FALSE,2,7,6,5,0,TRUE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Service Provider
2, com.jakewharton.telecine.CheatSheet,Telecine-1.6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CheatSheet,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/CheatSheet.java,CheatSheet,145,1,5,3,0,FALSE,FALSE,2,FALSE,FALSE,2,8,6,11,0,TRUE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Service Provider
3, com.jakewharton.telecine.DeleteRecordingBroadcastReceiver,Telecine-1.6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DeleteRecordingBroadcastReceiver,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/DeleteRecordingBroadcastReceiver.java,DeleteRecordingBroadcastReceiver,35,0,1,0,0,FALSE,FALSE,4,TRUE,FALSE,1,2,10,3,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
4, com.jakewharton.telecine.RecordingSession,Telecine-1.6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RecordingSession,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/RecordingSession.java,RecordingSession,439,23,10,0,1,FALSE,FALSE,2,FALSE,FALSE,13,11,48,48,0,TRUE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Interfacer
5, com.jakewharton.telecine.TelecineActivity,Telecine-1.6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TelecineActivity,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/TelecineActivity.java,TelecineActivity,185,15,10,0,0,FALSE,FALSE,2,FALSE,FALSE,8,5,23,35,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
6, com.jakewharton.telecine.TelecineApplication,Telecine-1.6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TelecineApplication,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/TelecineApplication.java,TelecineApplication,42,1,2,0,0,FALSE,FALSE,2,FALSE,FALSE,1,0,5,5,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
7, com.jakewharton.telecine.TelecineService,Telecine-1.6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TelecineService,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/TelecineService.java,TelecineService,112,13,4,0,0,FALSE,FALSE,2,FALSE,FALSE,5,7,12,10,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
8, com.jakewharton.telecine.VideoSizePercentageAdapter,Telecine-1.6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,VideoSizePercentageAdapter,Telecine-1.6.2/telecine/src/main/java/com/jakewharton/telecine/VideoSizePercentageAdapter.java,VideoSizePercentageAdapter,55,1,5,0,5,FALSE,FALSE,4,TRUE,FALSE,3,6,7,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Service Provider
9,com.amaze.filemanager.adapters.AppsAdapter,AmazeFileManager-3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AppsAdapter,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/AppsAdapter.java,AppsAdapter,348,9,4,1,1,FALSE,FALSE,2,TRUE,FALSE,19,7,43,48,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
10,com.amaze.filemanager.adapters.CompressedExplorerAdapter,AmazeFileManager-3.5.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CompressedExplorerAdapter,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/CompressedExplorerAdapter.java,CompressedExplorerAdapter,381,12,9,0,3,FALSE,FALSE,3,TRUE,FALSE,23,11,35,32,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
11,com.amaze.filemanager.adapters.HiddenAdapter,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HiddenAdapter,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/HiddenAdapter.java,HiddenAdapter,174,8,5,0,2,FALSE,FALSE,2,TRUE,FALSE,4,6,23,12,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
12,com.amaze.filemanager.adapters.RecyclerAdapter,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,RecyclerAdapter,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/RecyclerAdapter.java,RecyclerAdapter,1132,16,24,2,7,FALSE,FALSE,2,TRUE,FALSE,101,37,59,94,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
13,com.amaze.filemanager.adapters.data.AppDataParcelable,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AppDataParcelable,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/AppDataParcelable.java,AppDataParcelable,125,4,2,0,0,FALSE,FALSE,3,FALSE,FALSE,1,2,3,8,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
14,com.amaze.filemanager.adapters.data.LayoutElementParcelable,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LayoutElementParcelable,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/LayoutElementParcelable.java,LayoutElementParcelable,273,15,7,1,1,FALSE,FALSE,3,FALSE,FALSE,5,3,11,21,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
15,com.amaze.filemanager.adapters.holders.EmptyViewHolder,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,EmptyViewHolder,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/EmptyViewHolder.java,EmptyViewHolder,36,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
16,com.amaze.filemanager.adapters.holders.SpecialViewHolder,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SpecialViewHolder,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/SpecialViewHolder.java,SpecialViewHolder,71,3,0,0,0,FALSE,FALSE,3,TRUE,FALSE,3,0,8,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
17,com.amaze.filemanager.asynchronous.asynctasks.CloudLoaderAsyncTask,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CloudLoaderAsyncTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/CloudLoaderAsyncTask.java,CloudLoaderAsyncTask,398,4,3,0,0,FALSE,FALSE,4,FALSE,FALSE,29,2,21,71,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
18,com.amaze.filemanager.asynchronous.asynctasks.DbViewerTask,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,DbViewerTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DbViewerTask.java,DbViewerTask,173,7,7,0,2,FALSE,FALSE,3,FALSE,FALSE,4,5,7,10,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
19,com.amaze.filemanager.asynchronous.asynctasks.DeleteTask,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DeleteTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DeleteTask.java,DeleteTask,188,5,5,0,0,FALSE,FALSE,2,FALSE,FALSE,8,6,31,18,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
20,com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GenerateHashesTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/GenerateHashesTask.java,GenerateHashesTask,214,5,5,0,2,FALSE,FALSE,3,FALSE,FALSE,7,2,18,25,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
21,com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LoadFilesListTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/LoadFilesListTask.java,LoadFilesListTask,502,7,14,0,0,FALSE,FALSE,4,FALSE,FALSE,39,12,39,50,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
22,com.amaze.filemanager.asynchronous.asynctasks.MoveFiles,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MoveFiles,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/MoveFiles.java,MoveFiles,250,8,4,0,1,FALSE,FALSE,2,FALSE,FALSE,13,4,28,31,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
23,com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PrepareCopyTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/PrepareCopyTask.java,PrepareCopyTask,440,16,11,0,0,FALSE,FALSE,3,FALSE,FALSE,26,22,28,38,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
24,com.amaze.filemanager.asynchronous.asynctasks.ReadFileTask,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ReadFileTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ReadFileTask.java,ReadFileTask,190,10,3,0,0,FALSE,FALSE,3,FALSE,FALSE,7,3,19,20,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
25,com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SearchAsyncTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/SearchAsyncTask.java,SearchAsyncTask,200,6,11,1,0,FALSE,FALSE,3,FALSE,FALSE,12,13,9,14,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
26,com.amaze.filemanager.asynchronous.asynctasks.WriteFileAbstraction,AmazeFileManager-3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,WriteFileAbstraction,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/WriteFileAbstraction.java,WriteFileAbstraction,180,11,3,0,0,FALSE,FALSE,3,FALSE,FALSE,11,4,21,17,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
27,com.amaze.filemanager.asynchronous.asynctasks.compress.ZipHelperTask,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZipHelperTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/compress/ZipHelperTask.java,ZipHelperTask,151,3,1,0,0,FALSE,FALSE,3,FALSE,FALSE,11,1,17,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
28,com.amaze.filemanager.asynchronous.asynctasks.ssh.SshAuthenticationTask,AmazeFileManager-3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SshAuthenticationTask,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ssh/SshAuthenticationTask.java,SshAuthenticationTask,204,7,2,0,0,FALSE,FALSE,3,FALSE,FALSE,4,2,22,23,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
29,com.amaze.filemanager.asynchronous.handlers.FileHandler,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileHandler,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/handlers/FileHandler.java,FileHandler,100,3,1,0,0,FALSE,FALSE,2,TRUE,FALSE,5,1,11,15,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
30,com.amaze.filemanager.asynchronous.loaders.AppListLoader,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AppListLoader,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/loaders/AppListLoader.java,AppListLoader,206,4,7,0,0,FALSE,FALSE,3,TRUE,FALSE,11,3,14,11,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
31,com.amaze.filemanager.asynchronous.management.ServiceWatcherUtil,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,ServiceWatcherUtil,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/management/ServiceWatcherUtil.java,ServiceWatcherUtil,269,8,4,0,0,FALSE,FALSE,3,FALSE,FALSE,13,4,13,20,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
32,com.amaze.filemanager.asynchronous.services.AbstractProgressiveService,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AbstractProgressiveService,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/AbstractProgressiveService.java,AbstractProgressiveService,352,1,13,0,2,FALSE,FALSE,3,FALSE,FALSE,12,16,18,25,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,TRUE,Service Provider
33,com.amaze.filemanager.asynchronous.services.CopyService,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CopyService,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/CopyService.java,CopyService,534,22,15,1,9,FALSE,FALSE,2,FALSE,FALSE,19,6,40,47,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
34,com.amaze.filemanager.asynchronous.services.DecryptService,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,DecryptService,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/DecryptService.java,DecryptService,283,20,16,1,9,FALSE,FALSE,2,FALSE,FALSE,2,6,28,17,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
35,com.amaze.filemanager.asynchronous.services.EncryptService,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,EncryptService,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/EncryptService.java,EncryptService,269,21,15,1,9,FALSE,FALSE,2,FALSE,FALSE,2,6,27,15,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
36,com.amaze.filemanager.asynchronous.services.ExtractService,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ExtractService,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ExtractService.java,ExtractService,417,16,16,1,10,FALSE,FALSE,2,FALSE,FALSE,13,7,35,38,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
37,com.amaze.filemanager.asynchronous.services.ZipService,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZipService,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ZipService.java,ZipService,350,14,15,1,9,FALSE,FALSE,2,FALSE,FALSE,7,6,38,33,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
38,com.amaze.filemanager.asynchronous.services.ftp.FtpService,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,FtpService,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/services/ftp/FtpService.java,FtpService,402,23,14,0,2,FALSE,FALSE,2,FALSE,FALSE,15,14,47,52,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
39,com.amaze.filemanager.crashreport.ErrorActivity,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ErrorActivity,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/crashreport/ErrorActivity.java,ErrorActivity,493,12,19,0,3,FALSE,FALSE,2,FALSE,FALSE,11,21,40,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
40,com.amaze.filemanager.database.UtilsHandler,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UtilsHandler,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/UtilsHandler.java,UtilsHandler,461,3,20,0,10,FALSE,FALSE,2,TRUE,FALSE,8,26,26,92,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
41,com.amaze.filemanager.database.models.OperationData,AmazeFileManager-3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OperationData,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/OperationData.java,OperationData,109,6,1,0,0,FALSE,FALSE,2,FALSE,FALSE,5,0,10,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
42,com.amaze.filemanager.database.models.utilities.OperationData,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OperationData,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/OperationData.java,OperationData,109,6,1,0,0,FALSE,FALSE,2,FALSE,FALSE,5,0,10,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
43,com.amaze.filemanager.database.models.utilities.Bookmark,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bookmark,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Bookmark.java,Bookmark,37,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
44,com.amaze.filemanager.database.models.utilities.Grid,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Grid,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Grid.java,Grid,38,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
45,com.amaze.filemanager.database.models.utilities.Hidden,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Hidden,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/Hidden.java,Hidden,38,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
46,com.amaze.filemanager.database.models.utilities.History,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,History,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/History.java,History,38,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
47,com.amaze.filemanager.database.models.utilities.List,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,List,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/List.java,List,38,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
48,com.amaze.filemanager.database.models.utilities.OperationDataWithName,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OperationDataWithName,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/OperationDataWithName.java,OperationDataWithName,46,1,0,0,0,FALSE,FALSE,4,FALSE,FALSE,0,0,3,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,TRUE,Service Provider
49,com.amaze.filemanager.database.models.utilities.SftpEntry,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SftpEntry,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/SftpEntry.java,SftpEntry,65,3,1,0,0,FALSE,FALSE,2,FALSE,FALSE,2,0,4,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
50,com.amaze.filemanager.database.models.utilities.SmbEntry,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SmbEntry,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/database/models/utilities/SmbEntry.java,SmbEntry,38,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
51,com.amaze.filemanager.exceptions.CloudPluginException,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CloudPluginException,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/exceptions/CloudPluginException.java,CloudPluginException,24,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
52,com.amaze.filemanager.exceptions.ShellNotRunningException,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ShellNotRunningException,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/exceptions/ShellNotRunningException.java,ShellNotRunningException,28,0,0,0,0,FALSE,FALSE,4,FALSE,FALSE,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
53,com.amaze.filemanager.filesystem.CustomFileObserver,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CustomFileObserver,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/CustomFileObserver.java,CustomFileObserver,234,13,8,0,1,FALSE,FALSE,3,TRUE,FALSE,10,2,16,17,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
54,com.amaze.filemanager.filesystem.EditableFileAbstraction,AmazeFileManager-3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,EditableFileAbstraction,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/EditableFileAbstraction.java,EditableFileAbstraction,108,4,0,0,0,FALSE,FALSE,3,FALSE,FALSE,5,0,8,10,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
55,com.amaze.filemanager.filesystem.FileUtil,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileUtil,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/FileUtil.java,FileUtil,1340,2,24,0,6,FALSE,FALSE,2,FALSE,FALSE,104,51,57,164,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,TRUE,Service Provider
56,com.amaze.filemanager.filesystem.HybridFile,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,HybridFile,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/HybridFile.java,HybridFile,1298,4,32,2,11,FALSE,FALSE,2,FALSE,FALSE,48,13,53,150,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
57,com.amaze.filemanager.filesystem.MediaStoreHack,AmazeFileManager-3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MediaStoreHack,AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/filesystem/MediaStoreHack.java,MediaStoreHack,292,2,9,0,5,FALSE,FALSE,3,FALSE,FALSE,18,16,16,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
