Project Name,Package Name,Architecture Smell,Cause of the Smell
ipscan-3.7.3,net.azib.ipscan.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: net.azib.ipscan.config; net.azib.ipscan.fetchers; net.azib.ipscan.util; net.azib.ipscan.config
ipscan-3.7.3,net.azib.ipscan.feeders,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): net.azib.ipscan.util
ipscan-3.7.3,net.azib.ipscan.gui,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 45
ipscan-3.7.3,net.azib.ipscan.gui,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): net.azib.ipscan.gui.actions; net.azib.ipscan.gui.menu; net.azib.ipscan.core.net
ipscan-3.7.3,net.azib.ipscan.gui,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PreferencesDialogTest]; [SelectFetchersDialogTest; SelectFetchersDialog; MacApplicationMenu; AboutDialog; AbstractModalDialog; DetailsWindow; PreferencesDialog; InfoDialog; InputDialogTest; InputDialog; StatisticsDialogTest; StatisticsDialog; ResultTable; StatusBar; EditFavoritesDialog; GettingStartedDialog; EditOpenersDialog; GUITest; GUI; MainMenu; MainWindow; Startup]; [SWTTestCase]; [SelectFetchersDialog.ListFocusListener]; [SelectFetchersDialog.PrefsListener]; [SelectFetchersDialog.AddRemoveButtonListener]; [SWTAwareStateMachine]; [MainMenu.MenuEnablerDisabler]; [ResultTable.SetDataListener]; [EditFavoritesDialog.DeleteListener]; [EditFavoritesDialog.RenameListener]; [StatusBar.DisplayModeChangeListener]; [EditOpenersDialog.HintButtonListener]; [EditOpenersDialog.DeleteButtonListener]; [EditOpenersDialog.AddButtonListener]; [EditOpenersDialog.ItemSelectListener]; [EditOpenersDialog.OpenerNameChange]; [AbstractModalDialog.UpButtonListener]; [AbstractModalDialog.DownButtonListener]; [DetailsWindow.CommentsTextListener]; [DetailsWindow.TraverseListener]; [MainWindow.IPFeederSelectionListener]; [MainWindow.EnablerDisabler]; [PreferencesDialog.PortsTextValidationListener]. LCC (Lack of Component Cohesion) = 0.53
ipscan-3.7.3,net.azib.ipscan.gui,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: net.azib.ipscan.gui; net.azib.ipscan.gui.actions; net.azib.ipscan.gui
ipscan-3.7.3,net.azib.ipscan.gui.feeders,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): net.azib.ipscan.gui.actions
ipscan-3.7.3,net.azib.ipscan.gui.feeders,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractFeederGUITest; AbstractFeederGUI; FeederGUIRegistry; RandomFeederGUI; FeederArea; FeederGUIRegistryTest; FeederSelectionCombo; RangeFeederGUI; FileFeederGUI]; [RangeFeederGUI.EndIPKeyListener]; [RangeFeederGUI.NetmaskResetListener]; [RangeFeederGUI.StartIPModifyListener]; [RangeFeederGUI.NetmaskListener]; [ControlsArea]. LCC (Lack of Component Cohesion) = 0.43
ipscan-3.7.3,net.azib.ipscan.gui.actions,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 67
ipscan-3.7.3,net.azib.ipscan.gui.actions,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): net.azib.ipscan.exporters
ipscan-3.7.3,net.azib.ipscan.gui.actions,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OpenerLauncherTest; OpenerLauncher; BrowserLauncher; TerminalLauncher; CommandsMenuActions; CommandsMenuActions.SelectOpener]; [GotoActionsTest]; [StartStopScanningActionTest; StartStopScanningAction; FavoritesMenuActions; FavoritesMenuActions.Select]; [CommandsMenuActions.Details]; [CommandsMenuActions.Delete]; [CommandsMenuActions.Rescan]; [CommandsMenuActions.CopyIP]; [CommandsMenuActions.CopyIPDetails]; [CommandsMenuActions.ShowOpenersMenu]; [CommandsMenuActions.EditOpeners]; [ToolsActions]; [ToolsActions.Preferences]; [ToolsActions.ChooseFetchers]; [ToolsActions.ScanStatistics]; [ToolsActions.TableSelection]; [ToolsActions.SelectDesired]; [ToolsActions.SelectAlive]; [ToolsActions.SelectDead]; [ToolsActions.SelectWithPorts]; [ToolsActions.SelectWithoutPorts]; [ToolsActions.SelectAll]; [ToolsActions.SelectInvert]; [FeederActions]; [FeederActions.HostnameButton]; [HelpMenuActions]; [HelpMenuActions.GettingStarted]; [HelpMenuActions.CommandLineUsage]; [HelpMenuActions.About]; [HelpMenuActions.Website]; [HelpMenuActions.FAQ]; [HelpMenuActions.Issues]; [HelpMenuActions.Plugins]; [HelpMenuActions.CheckVersion]; [ColumnsActions]; [ColumnsActions.ColumnResize]; [ColumnsActions.ColumnClick]; [ColumnsActions.SortBy]; [ColumnsActions.FetcherPreferences]; [ColumnsActions.AboutFetcher]; [GotoMenuActions]; [GotoMenuActions.NextHost]; [GotoMenuActions.PrevHost]; [GotoMenuActions.NextAliveHost]; [GotoMenuActions.NextDeadHost]; [GotoMenuActions.NextHostWithInfo]; [GotoMenuActions.PrevAliveHost]; [GotoMenuActions.PrevDeadHost]; [GotoMenuActions.PrevHostWithInfo]; [GotoMenuActions.Find]; [ScanMenuActions]; [ScanMenuActions.LoadFromFile]; [ScanMenuActions.SaveResults]; [ScanMenuActions.SaveAll]; [ScanMenuActions.SaveSelection]; [ScanMenuActions.Quit]; [ScanMenuActions.NewWindow]; [FavoritesMenuActions.Add]; [FavoritesMenuActions.Edit]; [FavoritesMenuActions.ShowMenu]. LCC (Lack of Component Cohesion) = 0.88
ipscan-3.7.3,net.azib.ipscan.gui.actions,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: net.azib.ipscan.gui.actions; net.azib.ipscan.gui.feeders; net.azib.ipscan.gui.actions
