Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
argouml-0.35.1,org.argouml.notation,NotationSettings,Law of Demeter violation,The tool detected the smell in this method (isShowProperties) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.notation.NotationSettings.getDefaultSettings; org.argouml.notation.NotationSettings.isShowProperties
argouml-0.35.1,org.argouml.notation,NotationSettings,Law of Demeter violation,The tool detected the smell in this method (isShowInitialValues) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.notation.NotationSettings.getDefaultSettings; org.argouml.notation.NotationSettings.isShowInitialValues
argouml-0.35.1,org.argouml.notation,NotationSettings,Law of Demeter violation,The tool detected the smell in this method (isShowMultiplicities) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.notation.NotationSettings.getDefaultSettings; org.argouml.notation.NotationSettings.isShowMultiplicities
argouml-0.35.1,org.argouml.notation,NotationSettings,Law of Demeter violation,The tool detected the smell in this method (isShowAssociationNames) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.notation.NotationSettings.getDefaultSettings; org.argouml.notation.NotationSettings.isShowAssociationNames
argouml-0.35.1,org.argouml.notation,NotationSettings,Law of Demeter violation,The tool detected the smell in this method (isShowVisibilities) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.notation.NotationSettings.isShowVisibilities; org.argouml.notation.NotationSettings.getDefaultSettings
argouml-0.35.1,org.argouml.notation,NotationSettings,Law of Demeter violation,The tool detected the smell in this method (isShowPaths) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.notation.NotationSettings.isShowPaths; org.argouml.notation.NotationSettings.getDefaultSettings
argouml-0.35.1,org.argouml.application,Main,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
argouml-0.35.1,org.argouml.application,StartCritics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
argouml-0.35.1,org.argouml.application.events,TestArgoEventPump,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.application.events,ArgoEventPump,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
argouml-0.35.1,org.argouml.kernel,TestProjectWithProfiles,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
argouml-0.35.1,org.argouml.kernel,TestProjectSettings,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
argouml-0.35.1,org.argouml.kernel,TestProject,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
argouml-0.35.1,org.argouml.kernel,ProjectManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
argouml-0.35.1,org.argouml.kernel,ProjectImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
argouml-0.35.1,org.argouml.kernel,ProfileConfiguration,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
argouml-0.35.1,org.argouml.kernel,ProjectSettings,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
argouml-0.35.1,org.argouml.ui.explorer,ActionExportProfileXMI,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
argouml-0.35.1,org.argouml.ui.explorer,ExplorerEventAdaptor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.ui.explorer,ActionDeployProfile,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.ui.explorer,ExplorerPopup,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.ui.explorer,ExplorerTree,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.uml.ui.behavior.state_machines,ActionNewEvent.Roles,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
argouml-0.35.1,org.argouml.uml.ui.behavior.state_machines,PopupMenuNewEvent,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.uml.cognitive,UMLToDoItem,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.notation.ui,SettingsTabNotation,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
